tourney_date,surface,winner_name,loser_name
20260321,Hard,Jannik Sinner,Damir Dzumhur
20260321,Hard,Felix Auger-Aliassime,Marton Fucsovics
20260321,Hard,Corentin Moutet,Tomas Machac
20260321,Hard,Daniil Medvedev,Rei Sakamoto
20260321,Hard,Alex Michelsen,Cameron Norrie
20260321,Hard,Alejandro Tabilo,Andrey Rublev
20260321,Hard,Jakub Mensik,Adam Walton
20260321,Hard,Francisco Cerundolo,Thiago Agustin Tirante
20260321,Hard,Ugo Humbert,Gabriel Diallo
20260321,Hard,Aleksandr Shevchenko,Ben Shelton
20260321,Hard,Frances Tiafoe,Arthur Cazaux
20260322,Hard,Marin Cilic,Brandon Nakashima
20260322,Hard,Alexander Zverev,Martin Damm
20260322,Hard,Jiri Lehecka,Ethan Quinn
20260322,Hard,Taylor Fritz,Reilly Opelka
20260322,Hard,Tomas Martin Etcheverry,Rafael Jodar
20260322,Hard,Sebastian Korda,Carlos Alcaraz
20260322,Hard,Tommy Paul,Raphael Collignon
20260322,Hard,Martin Landaluce,Karen Khachanov
20260322,Hard,Valentin Vacherot,Matteo Berrettini
20260323,Hard,Arthur Fils,Stefanos Tsitsipas
20260323,Hard,Ugo Humbert,Aleksandr Shevchenko
20260323,Hard,Francisco Cerundolo,Daniil Medvedev
20260323,Hard,Terence Atmane,Felix Auger-Aliassime
20260323,Hard,Frances Tiafoe,Jakub Mensik
20260323,Hard,Alex Michelsen,Alejandro Tabilo
20260323,Hard,Alexander Zverev,Marin Cilic
20260323,Hard,Quentin Halys,Kamil Majchrzak
20260323,Hard,Jannik Sinner,Corentin Moutet
20260324,Hard,Martin Landaluce,Sebastian Korda
20260324,Hard,Jiri Lehecka,Taylor Fritz
20260324,Hard,Arthur Fils,Valentin Vacherot
20260324,Hard,Tommy Paul,Tomas Martin Etcheverry
20260324,Hard,Jannik Sinner,Alex Michelsen
20260324,Hard,Frances Tiafoe,Terence Atmane
20260325,Hard,Francisco Cerundolo,Ugo Humbert
20260325,Hard,Alexander Zverev,Quentin Halys
20260325,Hard,Jiri Lehecka,Martin Landaluce
20260326,Hard,Arthur Fils,Tommy Paul
20260326,Hard,Jannik Sinner,Frances Tiafoe
20260326,Hard,Alexander Zverev,Francisco Cerundolo
20260327,Hard,Jiri Lehecka,Arthur Fils
20260327,Hard,Jannik Sinner,Alexander Zverev
20260329,Hard,Jannik Sinner,Jiri Lehecka
20260328,Hard,Clement Tabur,Daniel Elahi Galan
20260328,Hard,Darwin Blanch,Genaro Alberto Olivieri
20260328,Hard,Jack Pinnington Jones,J.J. Wolf
20260328,Hard,Alex Bolt,Alex Rybakov
20260328,Hard,Federico Agustin Gomez,Andres Martin
20260328,Hard,Liam Draxl,Mitchell Krueger
20260328,Hard,Alexis Galarneau,Gabriel Debru
20260328,Hard,Andy Andrade,Stefan Dostanic
20260329,Hard,Jack Pinnington Jones,Darwin Blanch
20260329,Hard,Federico Agustin Gomez,Clement Tabur
20260329,Hard,Alex Bolt,Andy Andrade
20260329,Hard,Liam Draxl,Alexis Galarneau
20260330,Hard,Adolfo Daniel Vallejo,Zachary Svajda
20260330,Hard,Zhang Zhizhen,Jack Pinnington Jones
20260330,Hard,Alex Bolt,Wu Yibing
20260330,Hard,Mackenzie McDonald,Jenson Brooksby
20260331,Hard,Thiago Agustin Tirante,Colton Smith
20260331,Hard,Nishesh Basavareddy,Liam Draxl
20260331,Hard,Tomas Martin Etcheverry,Federico Agustin Gomez
20260331,Hard,Brandon Nakashima,Martin Damm
20260331,Hard,Alex Michelsen,Chak Lam Coleman Wong
20260401,Hard,Rinky Hijikata,Aleksandar Kovacevic
20260401,Hard,Alexei Popyrin,Patrick Kypson
20260401,Hard,Roman Andres Burruchaga,Adam Walton
20260401,Hard,Tomas Martin Etcheverry,Alex Bolt
20260401,Hard,Thiago Agustin Tirante,Mackenzie McDonald
20260401,Hard,Ben Shelton,Zhang Zhizhen
20260402,Hard,Tommy Paul,Adolfo Daniel Vallejo
20260402,Hard,Roman Andres Burruchaga,Brandon Nakashima
20260402,Hard,Learner Tien,Nishesh Basavareddy
20260403,Hard,Frances Tiafoe,Rinky Hijikata
20260403,Hard,Alexei Popyrin,Alex Michelsen
20260403,Hard,Roman Andres Burruchaga,Learner Tien
20260403,Hard,Thiago Agustin Tirante,Ben Shelton
20260403,Hard,Tommy Paul,Tomas Martin Etcheverry
20260403,Hard,Frances Tiafoe,Alexei Popyrin
20260404,Hard,Roman Andres Burruchaga,Thiago Agustin Tirante
20260404,Hard,Tommy Paul,Frances Tiafoe
20260405,Hard,Tommy Paul,Roman Andres Burruchaga
20260329,Hard,Lloyd Harris,Pierre-Hugues Herbert
20260329,Hard,Dusan Lajovic,Jakub Paul
20260329,Hard,Moez Echargui,Younes Lalami
20260329,Hard,Timofey Skatov,Andrea Pellegrino
20260329,Hard,Nicolai Budkov Kjaer,Ilya Ivashka
20260329,Hard,Marco Trungelliti,Hynek Barton
20260329,Hard,Rei Sakamoto,Amine Jamji
20260329,Hard,Henrique Rocha,David Jorda Sanchis
20260330,Hard,Dusan Lajovic,Lloyd Harris
20260330,Hard,Timofey Skatov,Moez Echargui
20260330,Hard,Marco Trungelliti,Rei Sakamoto
20260330,Hard,Henrique Rocha,Nicolai Budkov Kjaer
20260330,Hard,Taha Baadi,Aleksandar Vukic
20260330,Hard,Karim Bennani,Quentin Halys
20260330,Hard,Yannick Hanfmann,Jesper de Jong
20260331,Hard,Kamil Majchrzak,Juan Manuel Cerundolo
20260331,Hard,Alexandre Muller,Federico Cina
20260331,Hard,Mattia Bellucci,Reda Bennani
20260331,Hard,Marco Trungelliti,Henrique Rocha
20260331,Hard,Ignacio Buse,Matteo Berrettini
20260331,Hard,Camilo Ugo Carabelli,Timofey Skatov
20260331,Hard,Luca Van Assche,Hugo Gaston
20260331,Hard,Rafael Jodar,Dusan Lajovic
20260401,Hard,Vit Kopriva,Hamad Medjedovic
20260401,Hard,Marco Trungelliti,Kamil Majchrzak
20260401,Hard,Corentin Moutet,Taha Baadi
20260401,Hard,Luciano Darderi,Mattia Bellucci
20260401,Hard,Yannick Hanfmann,Karim Bennani
20260402,Hard,Alexandre Muller,Vit Kopriva
20260402,Hard,Rafael Jodar,Tomas Machac
20260402,Hard,Camilo Ugo Carabelli,Ignacio Buse
20260402,Hard,Luca Van Assche,Tallon Griekspoor
20260402,Hard,Luciano Darderi,Yannick Hanfmann
20260403,Hard,Marco Trungelliti,Corentin Moutet
20260403,Hard,Rafael Jodar,Alexandre Muller
20260403,Hard,Camilo Ugo Carabelli,Luca Van Assche
20260404,Hard,Marco Trungelliti,Luciano Darderi
20260404,Hard,Rafael Jodar,Camilo Ugo Carabelli
20260405,Hard,Rafael Jodar,Marco Trungelliti
20260330,Hard,Stefanos Sakellaridis,Chun-Hsin Tseng
20260330,Hard,Nikoloz Basilashvili,Daniel Michalski
20260330,Hard,Jurij Rodionov,George Loffhagen
20260330,Hard,Dimitar Kuzmanov,Stefano Travaglia
20260330,Hard,Alex Molcan,Billy Harris
20260330,Hard,Jay Clarke,Gabriel Ghetu
20260330,Hard,Joel Josef Schwaerzler,Stefan Horia Haita
20260330,Hard,Daniel Merida,Saba Purtseladze
20260330,Hard,Nikoloz Basilashvili,Jurij Rodionov
20260331,Hard,Mariano Navone,Christopher O'Connell
20260331,Hard,Aleksandr Shevchenko,Radu David Turcanu
20260331,Hard,Elmer Moller,Gabi Adrian Boitan
20260331,Hard,Daniel Merida,Joel Josef Schwaerzler
20260331,Hard,Alex Molcan,Jay Clarke
20260331,Hard,Stefanos Sakellaridis,Dimitar Kuzmanov
20260331,Hard,Titouan Droguet,Roberto Bautista Agut
20260331,Hard,Botic Van De Zandschulp,Francesco Maestrelli
20260331,Hard,Damir Dzumhur,Filip Cristian Jianu
20260331,Hard,Stefanos Sakellaridis,Jan Choinski
20260331,Hard,Dino Prizmic,Nikoloz Basilashvili
20260331,Hard,Alex Molcan,Matteo Arnaldi
20260331,Hard,Daniel Merida,Otto Virtanen
20260331,Hard,Sebastian Baez,Vilius Gaubas
20260331,Hard,Daniel Altmaier,Pedro Martinez
20260401,Hard,Botic Van De Zandschulp,Aleksandr Shevchenko
20260401,Hard,Mariano Navone,Elmer Moller
20260401,Hard,Damir Dzumhur,Nuno Borges
20260401,Hard,Alex Molcan,Gabriel Diallo
20260403,Hard,Titouan Droguet,Sebastian Baez
20260403,Hard,Daniel Merida,Adrian Mannarino
20260403,Hard,Fabian Marozsan,Stefanos Sakellaridis
20260403,Hard,Daniel Altmaier,Dino Prizmic
20260403,Hard,Botic Van De Zandschulp,Damir Dzumhur
20260403,Hard,Mariano Navone,Alex Molcan
20260403,Hard,Daniel Merida,Titouan Droguet
20260403,Hard,Fabian Marozsan,Daniel Altmaier
20260404,Hard,Mariano Navone,Botic Van De Zandschulp
20260404,Hard,Daniel Merida,Fabian Marozsan
20260405,Hard,Mariano Navone,Daniel Merida
20260404,Hard,Emilio Nava,Quentin Halys
20260404,Hard,Pedro Martinez,Aleksandar Vukic
20260404,Hard,Juan Manuel Cerundolo,Hugo Nys
20260404,Hard,Roberto Bautista Agut,Benjamin Bonzi
20260404,Hard,David Goffin,Ignacio Buse
20260404,Hard,Nikoloz Basilashvili,Jan-Lennard Struff
20260404,Hard,Cristian Garin,Jesper de Jong
20260404,Hard,Francisco Comesana,Romain Arneodo
20260404,Hard,Ethan Quinn,Otto Virtanen
20260404,Hard,Alexander Blockx,Francesco Maestrelli
20260404,Hard,Aleksandr Shevchenko,Andrea Pellegrino
20260404,Hard,Matteo Arnaldi,Vit Kopriva
20260404,Hard,Alexandre Muller,Jan Choinski
20260404,Hard,Damir Dzumhur,Nicolai Budkov Kjaer
20260405,Hard,Cristian Garin,Nikoloz Basilashvili
20260405,Hard,Emilio Nava,David Goffin
20260405,Hard,Juan Manuel Cerundolo,Pedro Martinez
20260405,Hard,Francisco Comesana,Ethan Quinn
20260405,Hard,Alexander Blockx,Damir Dzumhur
20260405,Hard,Aleksandr Shevchenko,Roberto Bautista Agut
20260405,Hard,Cameron Norrie,Miomir Kecmanovic
20260405,Hard,Alexandre Muller,Matteo Arnaldi
20260405,Hard,Gael Monfils,Tallon Griekspoor
20260405,Hard,Alejandro Tabilo,Marton Fucsovics
20260405,Hard,Ugo Humbert,Moise Kouame
20260406,Hard,Arthur Rinderknech,Karen Khachanov
20260406,Hard,Andrey Rublev,Nuno Borges
20260406,Hard,Zizou Bergs,Adrian Mannarino
20260406,Hard,Sebastian Baez,Stan Wawrinka
20260406,Hard,Jiri Lehecka,Emilio Nava
20260406,Hard,Cristian Garin,Matteo Arnaldi
20260406,Hard,Francisco Cerundolo,Stefanos Tsitsipas
20260406,Hard,Tomas Machac,Daniel Altmaier
20260406,Hard,Alexander Blockx,Denis Shapovalov
20260406,Hard,Joao Fonseca,Gabriel Diallo
20260406,Hard,Valentin Vacherot,Juan Manuel Cerundolo
20260406,Hard,Flavio Cobolli,Francisco Comesana
20260407,Hard,Hubert Hurkacz,Luciano Darderi
20260407,Hard,Matteo Berrettini,Roberto Bautista Agut
20260407,Hard,Tomas Martin Etcheverry,Grigor Dimitrov
20260407,Hard,Jannik Sinner,Ugo Humbert
20260407,Hard,Marin Cilic,Aleksandr Shevchenko
20260407,Hard,Fabian Marozsan,Damir Dzumhur
20260407,Hard,Terence Atmane,Ethan Quinn
20260407,Hard,Carlos Alcaraz,Sebastian Baez
20260407,Hard,Casper Ruud,Alexei Popyrin
20260407,Hard,Corentin Moutet,Alexandre Muller
20260407,Hard,Alexander Bublik,Gael Monfils
20260407,Hard,Alex de Minaur,Cameron Norrie
20260408,Hard,Jiri Lehecka,Alejandro Tabilo
20260408,Hard,Matteo Berrettini,Daniil Medvedev
20260408,Hard,Zizou Bergs,Andrey Rublev
20260408,Hard,Alexander Zverev,Cristian Garin
20260408,Hard,Joao Fonseca,Arthur Rinderknech
20260408,Hard,Tomas Machac,Francisco Cerundolo
20260408,Hard,Felix Auger-Aliassime,Marin Cilic
20260408,Hard,Casper Ruud,Corentin Moutet
20260408,Hard,Tomas Martin Etcheverry,Terence Atmane
20260408,Hard,Alexander Blockx,Flavio Cobolli
20260408,Hard,Valentin Vacherot,Lorenzo Musetti
20260408,Hard,Hubert Hurkacz,Fabian Marozsan
20260409,Hard,Joao Fonseca,Matteo Berrettini
20260409,Hard,Alexander Zverev,Zizou Bergs
20260409,Hard,Felix Auger-Aliassime,Casper Ruud
20260409,Hard,Jannik Sinner,Tomas Machac
20260409,Hard,Alexander Bublik,Jiri Lehecka
20260409,Hard,Carlos Alcaraz,Tomas Martin Etcheverry
20260409,Hard,Alex de Minaur,Alexander Blockx
20260409,Hard,Valentin Vacherot,Hubert Hurkacz
20260410,Hard,Alexander Zverev,Joao Fonseca
20260410,Hard,Jannik Sinner,Felix Auger-Aliassime
20260410,Hard,Carlos Alcaraz,Alexander Bublik
20260410,Hard,Valentin Vacherot,Alex de Minaur
20260411,Hard,Jannik Sinner,Alexander Zverev
20260411,Hard,Carlos Alcaraz,Valentin Vacherot
20260412,Hard,Jannik Sinner,Carlos Alcaraz
20260411,Hard,Marc-Andrea Huesler,Jan Choinski
20260411,Hard,Vitaliy Sachko,Damir Dzumhur
20260411,Hard,Marko Topo,Ugo Blanchet
20260411,Hard,Aleksandr Shevchenko,Diego Dedura
20260411,Hard,Max Hans Rehberg,Arthur Fery
20260411,Hard,Alex Molcan,Roberto Carballes Baena
20260411,Hard,Emilio Nava,David Goffin
20260411,Hard,Sumit Nagal,Lorenzo Giustino
20260412,Hard,Marc-Andrea Huesler,Marko Topo
20260412,Hard,Vitaliy Sachko,Max Hans Rehberg
20260412,Hard,Alex Molcan,Emilio Nava
20260412,Hard,Diego Dedura,Sumit Nagal
20260413,Hard,Botic Van De Zandschulp,Marc-Andrea Huesler
20260413,Hard,Arthur Rinderknech,Alex Michelsen
20260413,Hard,Francisco Cerundolo,Sumit Nagal
20260413,Hard,Gabriel Diallo,Vitaliy Sachko
20260413,Hard,Ben Shelton,Emilio Nava
20260413,Hard,Alexander Blockx,Yannick Hanfmann
20260414,Hard,Luciano Darderi,Zhang Zhizhen
20260414,Hard,Denis Shapovalov,Tallon Griekspoor
20260414,Hard,Joao Fonseca,Alejandro Tabilo
20260414,Hard,Alexander Zverev,Miomir Kecmanovic
20260414,Hard,Vit Kopriva,Justin Engel
20260414,Hard,Flavio Cobolli,Diego Dedura
20260414,Hard,Daniel Altmaier,Marin Cilic
20260414,Hard,Alex Molcan,Alexander Bublik
20260414,Hard,Zizou Bergs,Marko Topo
20260415,Hard,Joao Fonseca,Arthur Rinderknech
20260415,Hard,Fabian Marozsan,Stefanos Tsitsipas
20260415,Hard,Ben Shelton,Alexander Blockx
20260415,Hard,Flavio Cobolli,Zizou Bergs
20260415,Hard,Vit Kopriva,Luciano Darderi
20260416,Hard,Francisco Cerundolo,Botic Van De Zandschulp
20260416,Hard,Alex Molcan,Daniel Altmaier
20260416,Hard,Alexander Zverev,Gabriel Diallo
20260416,Hard,Denis Shapovalov,Fabian Marozsan
20260417,Hard,Flavio Cobolli,Vit Kopriva
20260417,Hard,Alexander Zverev,Francisco Cerundolo
20260417,Hard,Ben Shelton,Joao Fonseca
20260417,Hard,Alex Molcan,Denis Shapovalov
20260418,Hard,Flavio Cobolli,Alexander Zverev
20260418,Hard,Ben Shelton,Alex Molcan
20260419,Hard,Ben Shelton,Flavio Cobolli
20260411,Hard,Otto Virtanen,Aleksandar Vukic
20260411,Hard,Daniel Merida,Francesco Maestrelli
20260411,Hard,Ethan Quinn,Nikoloz Basilashvili
20260411,Hard,Marco Trungelliti,Nicolai Budkov Kjaer
20260411,Hard,Jesper de Jong,Benjamin Bonzi
20260411,Hard,Alexandre Muller,Max Alcala Gurri
20260411,Hard,Sebastian Ofner,Alejo Sanchez Quilez
20260411,Hard,Pedro Martinez,Pablo Carreno Busta
20260411,Hard,Juan Manuel Cerundolo,Giulio Zeppieri
20260411,Hard,Patrick Kypson,Arthur Gea
20260411,Hard,Quentin Halys,Matteo Arnaldi
20260411,Hard,Hamad Medjedovic,Vilius Gaubas
20260412,Hard,Otto Virtanen,Alexandre Muller
20260412,Hard,Ethan Quinn,Daniel Merida
20260412,Hard,Juan Manuel Cerundolo,Jesper de Jong
20260412,Hard,Sebastian Ofner,Patrick Kypson
20260412,Hard,Hamad Medjedovic,Quentin Halys
20260412,Hard,Pedro Martinez,Marco Trungelliti
20260413,Hard,Corentin Moutet,Ignacio Buse
20260413,Hard,Tomas Martin Etcheverry,Jack Draper
20260413,Hard,Ethan Quinn,Reilly Opelka
20260413,Hard,Cameron Norrie,Stan Wawrinka
20260413,Hard,Hamad Medjedovic,Marco Trungelliti
20260413,Hard,Nuno Borges,Adrian Mannarino
20260413,Hard,Rafael Jodar,Jaume Munar
20260414,Hard,Alex de Minaur,Sebastian Ofner
20260414,Hard,Lorenzo Sonego,Pedro Martinez
20260414,Hard,Lorenzo Musetti,Martin Landaluce
20260414,Hard,Camilo Ugo Carabelli,Karen Khachanov
20260414,Hard,Tomas Machac,Sebastian Baez
20260414,Hard,Carlos Alcaraz,Otto Virtanen
20260414,Hard,Brandon Nakashima,Juan Manuel Cerundolo
20260414,Hard,Andrey Rublev,Mariano Navone
20260414,Hard,Arthur Fils,Terence Atmane
20260415,Hard,Nuno Borges,Tomas Martin Etcheverry
20260415,Hard,Hamad Medjedovic,Alex de Minaur
20260415,Hard,Rafael Jodar,Camilo Ugo Carabelli
20260415,Hard,Cameron Norrie,Ethan Quinn
20260416,Hard,Tomas Machac,Carlos Alcaraz
20260416,Hard,Andrey Rublev,Lorenzo Sonego
20260416,Hard,Lorenzo Musetti,Corentin Moutet
20260416,Hard,Arthur Fils,Brandon Nakashima
20260417,Hard,Hamad Medjedovic,Nuno Borges
20260417,Hard,Andrey Rublev,Tomas Machac
20260417,Hard,Arthur Fils,Lorenzo Musetti
20260417,Hard,Rafael Jodar,Cameron Norrie
20260418,Hard,Andrey Rublev,Hamad Medjedovic
20260418,Hard,Arthur Fils,Rafael Jodar
20260419,Hard,Arthur Fils,Andrey Rublev
20260420,Hard,Martin Damm,Andrea Pellegrino
20260420,Hard,Rei Sakamoto,Zachary Svajda
20260420,Hard,Vilius Gaubas,Arthur Gea
20260420,Hard,Cristian Garin,Ugo Blanchet
20260420,Hard,Titouan Droguet,Otto Virtanen
20260420,Hard,Elmer Moller,Hugo Gaston
20260420,Hard,Wu Yibing,Manas Dhamne
20260420,Hard,Pablo Llamas Ruiz,Aleksandar Vukic
20260420,Hard,Lloyd Harris,Mackenzie McDonald
20260420,Hard,Marco Trungelliti,Borna Gojo
20260420,Hard,Jaime Faria,Quentin Halys
20260420,Hard,Daniel Merida,Billy Harris
20260420,Hard,Diego Dedura,Luca Van Assche
20260420,Hard,Benjamin Bonzi,Darwin Blanch
20260420,Hard,Adolfo Daniel Vallejo,Pedro Martinez
20260420,Hard,Moez Echargui,Aleksandar Kovacevic
20260420,Hard,Henrique Rocha,Jan Choinski
20260420,Hard,Chris Rodesch,Rinky Hijikata
20260420,Hard,Dusan Lajovic,Matteo Arnaldi
20260420,Hard,Dino Prizmic,Christopher O'Connell
20260420,Hard,Nikoloz Basilashvili,Stefano Travaglia
20260420,Hard,Nicolai Budkov Kjaer,Francesco Maestrelli
20260420,Hard,Patrick Kypson,Moise Kouame
20260420,Hard,Zsombor Piros,Tomas Barrios Vera
20260421,Hard,Martin Damm,Cristian Garin
20260421,Hard,Vilius Gaubas,Rei Sakamoto
20260421,Hard,Elmer Moller,Pablo Llamas Ruiz
20260421,Hard,Daniel Merida,Marco Trungelliti
20260421,Hard,Titouan Droguet,Wu Yibing
20260421,Hard,Jaime Faria,Lloyd Harris
20260421,Hard,Benjamin Bonzi,Diego Dedura
20260421,Hard,Dusan Lajovic,Chris Rodesch
20260421,Hard,Nikoloz Basilashvili,Patrick Kypson
20260421,Hard,Adolfo Daniel Vallejo,Henrique Rocha
20260421,Hard,Nicolai Budkov Kjaer,Moez Echargui
20260421,Hard,Dino Prizmic,Zsombor Piros
20260422,Hard,Vit Kopriva,Zhang Zhizhen
20260422,Hard,Emilio Nava,Jenson Brooksby
20260422,Hard,Marin Cilic,Zizou Bergs
20260422,Hard,Ignacio Buse,Adrian Mannarino
20260422,Hard,Damir Dzumhur,Mattia Bellucci
20260422,Hard,Dino Prizmic,Matteo Berrettini
20260422,Hard,Jan-Lennard Struff,Alexandre Muller
20260422,Hard,Dusan Lajovic,Lorenzo Sonego
20260422,Hard,Sebastian Ofner,Nikoloz Basilashvili
20260422,Hard,Thiago Agustin Tirante,Roberto Bautista Agut
20260422,Hard,Elmer Moller,Federico Cina
20260422,Hard,Hubert Hurkacz,Jaime Faria
20260422,Hard,Benjamin Bonzi,Titouan Droguet
20260422,Hard,Tomas Machac,Francisco Comesana
20260422,Hard,Rafael Jodar,Jesper de Jong
20260422,Hard,Alejandro Tabilo,Valentin Royer
20260423,Hard,Terence Atmane,Miomir Kecmanovic
20260423,Hard,Yannick Hanfmann,Marcos Giron
20260423,Hard,Pablo Carreno Busta,Marton Fucsovics
20260423,Hard,Alexander Blockx,Cristian Garin
20260423,Hard,Fabian Marozsan,Ethan Quinn
20260423,Hard,Jaume Munar,Aleksandr Shevchenko
20260423,Hard,Mariano Navone,Nuno Borges
20260423,Hard,Martin Damm,Alexei Popyrin
20260423,Hard,Adolfo Daniel Vallejo,Grigor Dimitrov
20260423,Hard,Stefanos Tsitsipas,Patrick Kypson
20260423,Hard,Vilius Gaubas,Sebastian Baez
20260423,Hard,Juan Manuel Cerundolo,Daniel Altmaier
20260423,Hard,Camilo Ugo Carabelli,Gael Monfils
20260423,Hard,Daniel Merida,Marco Trungelliti
20260423,Hard,Adam Walton,Martin Landaluce
20260423,Hard,Nicolai Budkov Kjaer,Reilly Opelka
20260424,Hard,Alex Michelsen,Jan-Lennard Struff
20260424,Hard,Lorenzo Musetti,Hubert Hurkacz
20260424,Hard,Emilio Nava,Valentin Vacherot
20260424,Hard,Tallon Griekspoor,Damir Dzumhur
20260424,Hard,Arthur Rinderknech,Dusan Lajovic
20260424,Hard,Elmer Moller,Gabriel Diallo
20260424,Hard,Dino Prizmic,Ben Shelton
20260424,Hard,Jiri Lehecka,Alejandro Tabilo
20260424,Hard,Arthur Fils,Ignacio Buse
20260424,Hard,Jannik Sinner,Benjamin Bonzi
20260424,Hard,Tomas Martin Etcheverry,Sebastian Ofner
20260424,Hard,Vit Kopriva,Andrey Rublev
20260424,Hard,Cameron Norrie,Tomas Machac
20260424,Hard,Joao Fonseca,Marin Cilic
20260424,Hard,Rafael Jodar,Alex de Minaur
20260424,Hard,Thiago Agustin Tirante,Tommy Paul
20260425,Hard,Alejandro Davidovich Fokina,Pablo Carreno Busta
20260425,Hard,Francisco Cerundolo,Yannick Hanfmann
20260425,Hard,Karen Khachanov,Adam Walton
20260425,Hard,Jakub Mensik,Martin Damm
20260425,Hard,Luciano Darderi,Juan Manuel Cerundolo
20260425,Hard,Casper Ruud,Jaume Munar
20260425,Hard,Alexander Blockx,Brandon Nakashima
20260425,Hard,Terence Atmane,Ugo Humbert
20260425,Hard,Felix Auger-Aliassime,Vilius Gaubas
20260425,Hard,Alexander Zverev,Mariano Navone
20260425,Hard,Flavio Cobolli,Camilo Ugo Carabelli
20260425,Hard,Adolfo Daniel Vallejo,Learner Tien
20260425,Hard,Daniil Medvedev,Fabian Marozsan
20260425,Hard,Daniel Merida,Corentin Moutet
20260425,Hard,Nicolai Budkov Kjaer,Denis Shapovalov
20260425,Hard,Stefanos Tsitsipas,Alexander Bublik
20260426,Hard,Jiri Lehecka,Alex Michelsen
20260426,Hard,Lorenzo Musetti,Tallon Griekspoor
20260426,Hard,Tomas Martin Etcheverry,Dino Prizmic
20260426,Hard,Jannik Sinner,Elmer Moller
20260426,Hard,Arthur Fils,Emilio Nava
20260426,Hard,Cameron Norrie,Thiago Agustin Tirante
20260426,Hard,Vit Kopriva,Arthur Rinderknech
20260426,Hard,Rafael Jodar,Joao Fonseca
20260427,Hard,Casper Ruud,Alejandro Davidovich Fokina
20260427,Hard,Stefanos Tsitsipas,Daniel Merida
20260427,Hard,Francisco Cerundolo,Luciano Darderi
20260427,Hard,Daniil Medvedev,Nicolai Budkov Kjaer
20260427,Hard,Alexander Blockx,Felix Auger-Aliassime
20260427,Hard,Alexander Zverev,Terence Atmane
20260427,Hard,Flavio Cobolli,Adolfo Daniel Vallejo
20260427,Hard,Jakub Mensik,Karen Khachanov
20260428,Hard,Jannik Sinner,Cameron Norrie
20260428,Hard,Arthur Fils,Tomas Martin Etcheverry
20260428,Hard,Jiri Lehecka,Lorenzo Musetti
20260428,Hard,Casper Ruud,Stefanos Tsitsipas
20260428,Hard,Rafael Jodar,Vit Kopriva
20260428,Hard,Alexander Blockx,Francisco Cerundolo
20260428,Hard,Flavio Cobolli,Daniil Medvedev
20260428,Hard,Alexander Zverev,Jakub Mensik
20260429,Hard,Jannik Sinner,Rafael Jodar
20260429,Hard,Arthur Fils,Jiri Lehecka
20260430,Hard,Alexander Blockx,Casper Ruud
20260430,Hard,Alexander Zverev,Flavio Cobolli
20260501,Hard,Jannik Sinner,Arthur Fils
20260501,Hard,Alexander Zverev,Alexander Blockx
20260503,Hard,Jannik Sinner,Alexander Zverev
20260420,Hard,Dominika Salkova,Ruth Roura Llaverias
20260420,Hard,Nikola Bartunkova,Katarzyna Kawa
20260420,Hard,Alina Charaeva,Aliaksandra Sasnovich
20260420,Hard,Simona Waltert,Despina Papamichail
20260420,Hard,Anna Blinkova,Nuria Brancaccio
20260420,Hard,Elvina Kalieva,Suzan Lamens
20260420,Hard,Leolia Jeanjean,Donna Vekic
20260420,Hard,Rebeka Masarova,Rebecca Sramkova
20260420,Hard,Tyra Caterina Grant,Veronika Erjavec
20260420,Hard,Katie Volynets,Oceane Dodin
20260420,Hard,Tamara Korpatsch,Sara Sorribes Tormo
20260420,Hard,Panna Udvardy,Julieta Pareja
20260420,Hard,Darja Vidmanova,Lola Radivojevic
20260420,Hard,Anastasia Pavlyuchenkova,Viktoriya Tomova
20260420,Hard,Yuliia Starodubtseva,Lucrezia Stefanini
20260420,Hard,Dalma Galfi,Leyre Romero Gormaz
20260420,Hard,Daria Snigur,Nauhany Vitoria Leme Da Silva
20260420,Hard,Sloane Stephens,Diane Parry
20260420,Hard,Hanne Vandewinkel,Linda Fruhvirtova
20260420,Hard,Anhelina Kalinina,Marina Bassols Ribera
20260420,Hard,Alycia Parks,Elina Avanesyan
20260420,Hard,Anastasia Potapova,Teodora Kostovic
20260420,Hard,Sinja Kraus,Martina Trevisan
20260420,Hard,Ksenia Efremova,Lulu Sun
20260421,Hard,Laura Samson,Tatjana Maria
20260421,Hard,Petra Marcinko,Victoria Jimenez Kasintseva
20260421,Hard,Leolia Jeanjean,Rebeka Masarova
20260421,Hard,Simona Waltert,Dominika Salkova
20260421,Hard,Alina Charaeva,Nikola Bartunkova
20260421,Hard,Elvina Kalieva,Anna Blinkova
20260421,Hard,Laura Siegemund,Irina-Camelia Begu
20260421,Hard,Jessica Bouzas Maneiro,Beatriz Haddad Maia
20260421,Hard,Tyra Caterina Grant,Panna Udvardy
20260421,Hard,Katie Volynets,Tamara Korpatsch
20260421,Hard,Julia Grabher,Paula Badosa
20260421,Hard,Anna Bondar,Viktorija Golubic
20260421,Hard,Anastasia Pavlyuchenkova,Yuliia Starodubtseva
20260421,Hard,Daria Snigur,Hanne Vandewinkel
20260421,Hard,Magda Linette,Robin Montgomery
20260421,Hard,Kaitlin Quevedo,Venus Williams
20260421,Hard,Dalma Galfi,Darja Vidmanova
20260421,Hard,Anhelina Kalinina,Sloane Stephens
20260421,Hard,Camila Osorio,Anastasia Zakharova
